Destillerie:;Region:;Distrikt:;Hersteller:;Version:;Punkte:;Buch vom:;Adresse:;Telefon;Website;E-Mail
Craigellachie;Highlands;Speyside;Dewars;Craigellachie 1981 43% Signatory;75;M. J. 1999;Craigellachie, Banffshire, AB38 9ST;0044/13 40-88 12 12;;
Craigellachie;Highlands;Speyside;Dewars;Craigellachie 1973 22-year-old Rare Malts;77;M. J. 1999;Craigellachie, Banffshire, AB38 9ST;0044/13 40-88 12 12;;
Craigellachie;Highlands;Speyside;Dewars;Craigellachie 19-year-old 43% Masters of Malt;76;M. J. 1999;Craigellachie, Banffshire, AB38 9ST;0044/13 40-88 12 12;;
Dailuaine;Highlands;Speyside;United Distillers;Dailuaine 16-year-old 43% Flora und Fauna;76;M.J. 1994;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;United Distillers;Dailuaine 1971 40% Connoisseurs Choice;74;M.J. 1994;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;United Distillers;Dailuaine 22-year-old 46% Cadenhead;73;M.J. 1994;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;United Distillers;Dailuaine 1975 57,3% Malt Whisky Society;72;M.J. 1994;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;United Distillers;Dailuaine 13-year-old 1978 64,8% Malt Whisky Society;73;M.J. 1994;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;UDV ( Diageo);Dailuiane 1980 63% ;77;M. J. 1999;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;UDV ( Diageo);Dailuiane 1973 22-year-old 60,92% Rare Malts;77;M. J. 1999;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;UDV ( Diageo);Dailuiane 1974 40% Connoisseurs Choice;77;M. J. 1999;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;UDV ( Diageo);Dailuaine 9-year-old Provenance 46%;77;M. J. 2010;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;UDV ( Diageo);Dailuaine 13-year-old 1993 Connoisseurs Choice 43%;73;M. J. 2010;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dailuaine;Highlands;Speyside;UDV ( Diageo);Dailuaine 14-year-old Duncan Taylor N.C.2 46%;70;M. J. 2010;Carron, Banffshire, AB38 7RE;0044/13 40-87 25 00;;
Dalls Dhu;Highlands;Speyside;United Distillers;Dallas Dhu 10-year-old 40% Gordon MacPhail;80;M.J. 1994;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;United Distillers;Dallas Dhu 1974 60,8% Signatory;80;M.J. 1994;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;United Distillers;Dallas Dhu 1971 40% Connoisseurs Choice;85;M.J. 1994;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;United Distillers;Dallas Dhu 30-year-old 53,3% Cadenhead;80;M.J. 1994;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;DCL/UDV (Diageo);Dallas Dhu 1979 40% Gordon & MacPhail;78;M. J. 1999;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;DCL/UDV (Diageo);Dallas Dhu 19-year-old 43% Masters of Malt;79;M. J. 1999;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;DCL/UDV (Diageo);Dallas Dhu 21-year-old 61,9% Rare Malts;81;M. J. 1999;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;DCL/UDV (Diageo);Dallas Dhu 1978 59,8% Signatory Silent Stills;81;M. J. 1999;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;DCL/UDV (Diageo);Dallas Dhu 24-year-old 60,6% Oddbins;81;M. J. 1999;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
Dalls Dhu;Highlands;Speyside;DCL/UDV (Diageo);Dallas Dhu 26-year-old 1981 Duncan Taylor 55,8%;86;M. J. 2010;Forres, Morayshire, IV36 2RR;0044/13 09-67 65 48;;
The Dalmore;Highlands;Speyside;Whyte and Mackay;Dalmore 12-year-old 40%;79;M.J. 1994;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;Whyte and Mackay;Dalmore 18-year-old 54,8% Cadenhead;75;M.J. 1994;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;Whyte and Mackay;Dalmore 30-year-old 54,4% Cadenhead;75;M.J. 1994;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;Whyte and Mackay;Dalmore 50-year-old Faßstärke;80;M.J. 1994;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;JBB;The Dalmore Cigar Malt 43%;81;M. J. 1999;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;JBB;The Dalmore 21-year-old 43%;80;M. J. 1999;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;JBB;The Dalmore 26-year-old Fassstärke Stillman`s Dram;80;M. J. 1999;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;JBB;The Dalmore 29-year-old ;80;M. J. 1999;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;JBB;The Dalmore 30-year-old ;77;M. J. 1999;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;JBB;The Bottlers 30-year-old 54,1%;78;M. J. 1999;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;JBB;The Dalmore 50-year-old 52%;82;M. J. 1999;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 12-year-old 40%;81;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 15-year-old 40%;83;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore Gran Reserva 40%;81;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 1263 King Alexander III 40%;83;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 1973;83;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 1974 42%;85;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 40-year-old 40%;84;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 50-year-old 52,6%;85;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;The Dalmore 62-year-old 40,5%;86;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
The Dalmore;Highlands;Speyside;Whyte and Mackay;Dalmore 18-year-old Distilled 1990 Bottled 2009 Cask No 7329 Duncan Taylor 56,7%;80;M. J. 2010;Alness, Morayshire, IV17 0UT;0044/13 49-88 23 62;www.dalmoredistillery.co.uk;
Dalwhinnie;Highlands;Speyside;United Distillers;Dalwhinnie 15-year-old 43%;76;M.J. 1994;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;;
Dalwhinnie;Highlands;Speyside;United Distillers;Dalwhinnie 1970 40% Connoisseurs Choice;76;M.J. 1994;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;;
Dalwhinnie;Highlands;Speyside;united Distillers;Dalwhinnie 27-year-old 45,5% Cadenhead;76;M.J. 1994;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;;
Dalwhinnie;Highlands;Speyside;united Distillers;Dalwhinnie 17-year-old 1975 57,8% Malt Whisky Society;76;M.J. 1994;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;;
Dalwhinnie;Highlands;Speyside;UDV ( Diageo);Dalwhinnie 15-year-old Natural Cask Strength 56,1%;77;M. J. 1999;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;;
Dalwhinnie;Highlands;Speyside;UDV ( Diageo);Dalwhinnie 1980 Double Matured 43%;79;M. J. 1999;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;;
Dalwhinnie;Highlands;Speyside;UDV ( Diageo);Dalwhinnie 15-year-old Friends of the Classic Malts Bottling 56,9%;70;M. J. 2010;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;;
Dalwhinnie;Highlands;Speyside;UDV ( Diageo);Dalwhinnie Distillers Edition 1990 43%;86;M. J. 2010;Dalwhinnie, Inverness-shire, PH19 1AB;0044/15 40-67 22 19;www.discovering-distilleries.com;
Deanston;Highlands;Midlands;Burn Stewart;Deanston 12-year-old 40%;70;M.J. 1994;Deanston nahe Doune, Perthshire, FK16 6AG;0044/17 86-84 14 22;www.wallace-malt.co.uk;
Deanston;Highlands;Midlands;Burn Stewart;Deanston 16-year-old 55% Cadenhead;71;M.J. 1994;Deanston nahe Doune, Perthshire, FK16 6AG;0044/17 86-84 14 22;www.wallace-malt.co.uk;
Deanston;Highlands;Midlands;Burn Stewart;Deanston 17-year-old 40%;71;M.J. 1994;Deanston nahe Doune, Perthshire, FK16 6AG;0044/17 86-84 14 22;www.wallace-malt.co.uk;
Deanston;Highlands;Midlands;Burn Stewart;Deanston 25-year-old 40%;71;M.J. 1994;Deanston nahe Doune, Perthshire, FK16 6AG;0044/17 86-84 14 22;www.wallace-malt.co.uk;
Deanston;Highlands;Midlands;Burn Stewart;Deanston 12-year-old 46,3%;75;M. J. 2010;Deanston nahe Doune, Perthshire, FK16 6AG;0044/17 86-84 14 22;www.burnstewartdistillers.com;enquiries@burnstewartdistillers.com
Deanston;Highlands;Midlands;Burn Stewart;Deanston 12-year-old 40%;73;M. J. 2010;Deanston nahe Doune, Perthshire, FK16 6AG;0044/17 86-84 14 22;www.burnstewartdistillers.com;enquiries@burnstewartdistillers.com
Deanston;Highlands;Midlands;Burn Stewart;Deanston 30-year-old 46,7%;75;M. J. 2010;Deanston nahe Doune, Perthshire, FK16 6AG;0044/17 86-84 14 22;www.burnstewartdistillers.com;enquiries@burnstewartdistillers.com
Drumguish;Highlands;Speyside;Speyside Distillery Company;Drumguish 3-year-old 40%;70;M.J. 1994;Tromie Mills, Glentromie, Kingussie, PH21 1HS;0044/14 13-53 01 10;www.speysidedistillery.co.uk;
Drumguish;Highlands;Speyside;Speyside Distillery Company;Drumguish keine Altersangabe 40%;73;M. J. 1999;Tromie Mills, Glentromie, Kingussie, PH21 1HS;0044/14 13-53 01 10;www.speysidedistillery.co.uk;
Dufftown;Highlands;Speyside;United Distillers;Dufftown 8-year-old 40%;70;M.J. 1994;Dufftown, Keith, Banffshire, AB55 4BR;;;
Dufftown;Highlands;Speyside;United Distillers;Dufftown 10-year-old 40%;71;M.J. 1994;Dufftown, Keith, Banffshire, AB55 4BR;;;
Dufftown;Highlands;Speyside;United Distillers;Dufftown 15-year-old 43% Flora und Fauna;71;M.J. 1994;Dufftown, Keith, Banffshire, AB55 4BR;;;
Dufftown;Highlands;Speyside;Diageo;Singleton of Dufftown 40%;64;M. J. 2010;Dufftown, Keith, Banffshire, AB55 4BR;0044/1340-82 21 00;www.malts.com;
Dufftown;Highlands;Speyside;Diageo;Dufftown 1976 AD Rattray 55,4%;75;M. J. 2010;Dufftown, Keith, Banffshire, AB55 4BR;0044/1340-82 21 00;www.malts.com;
Edradour;Highlands;Midlands;Pernod/Campbell Distillers;Edradour 10-year-old 40%;81;M.J. 1994;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;;
Edradour;Highlands;Midlands;Pernod/Campbell Distillers;Edradour 1973 40% Gordon MacPhail;85;M.J. 1994;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;;
Edradour;Highlands;Midlands;Pernod/Campbell Distillers;Edradour 1968 46% Signatory;80;M.J. 1994;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;;
Edradour;Highlands;Midlands;Pernod/Campbell Distillers;Edradour 1976 54% Signatory Cask Strength;81;M.J. 1999;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;;
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 10-year-old 1998 Un-chilfiltered 46%;83;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 12-year-old 1995 Cask No 460 57,2%;84;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 2003 Port Cask MaturedCask No 378 46%;83;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 10-year-old 1997 Straight from the Cask D´Yquem Finish 57,7%;83;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 10-year-old 1998 Straight from the Cask Sherry Finish Cask No 325 58,1%;84;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 10-year-old 1998 Straight from the Cask Sassicaia Finish 58,1%;83;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 11-year-old 1997 Straight from the Cask Moscatel Finish 58,3%;81;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 12-year-old 1996 Straight from the Cask Madeira Finish 56,7%;82;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 12-year-old 1995 Straight from the Cask Chardonnay Finish 56,9%;81;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 12-year-old 1996 Straight from the Cask Port Wood Finish 57%;82;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour 25-year-old 1983 Port Wood Finish 52,5%;82;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour Ballechin Discovery Series Burgundy 46% 2006;81;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour Ballechin Discovery Series Madeira 46% 2007;82;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Edradour;Highlands;Midlands;Signatory Vintage Scotch Whisky Co. LTD;Edradour Ballechin Discovery Series Port 46% 2008;84;M. J. 2010;Pitlochry, Perthshire, PH16 5JP;0044/17 96-47 20 95;www.edradour.co.uk;info@edradour.co.uk
Fettercairn;Highlands;Eastern Highlands;Whyte and Mackay;Old Fettercairn 10-year-old 43%;77;M.J. 1994;Distillery Road, Laurencekirk, Kincardineshire, AB30 1YE;0044/15 61-34 02 44;;
Fettercairn;Highlands;Eastern Highlands;JBB;Old Fettercairn 26-year-old 45% Stillman`s Dram;78;M. J. 1999;Distillery Road, Laurencekirk, Kincardineshire, AB30 1YE;0044/15 61-34 02 44;;
Fettercairn;Highlands;Eastern Highlands;Whyte and Mackay;Fettercairn 1824 12-year-old 40%;77;M. J. 2010;Distillery Road, Laurencekirk, Kincardineshire, AB30 1YE;0044/15 61-34 02 44;;
Fettercairn;Highlands;Eastern Highlands;Whyte and Mackay;Fettercairn American White Oak Cask 15-year-old 62,6%;78;M. J. 2010;Distillery Road, Laurencekirk, Kincardineshire, AB30 1YE;0044/15 61-34 02 44;;
Fettercairn;Highlands;Eastern Highlands;Whyte and Mackay;Fettercairn Spanish Oak Cask 15-year-old 64%;79;M. J. 2010;Distillery Road, Laurencekirk, Kincardineshire, AB30 1YE;0044/15 61-34 02 44;;
Fettercairn;Highlands;Eastern Highlands;Whyte and Mackay;Fettercairn 23-year-old  Cask Strength 52%;78;M. J. 2010;Distillery Road, Laurencekirk, Kincardineshire, AB30 1YE;0044/15 61-34 02 44;;
Fettercairn;Highlands;Eastern Highlands;Whyte and Mackay;Fettercairn 1992 Gordon & MacPhail 46%;74;M. J. 2010;Distillery Road, Laurencekirk, Kincardineshire, AB30 1YE;0044/15 61-34 02 44;;
Glen Albyn;Highlands;Speyside;United Distillers;Glen Albyn 1972 40% Connoisseurs Choice;74;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;United Distillers;Glen Albyn 12-year-old 43% Masters of Malt;70;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;United Distillers;Glen Albyn 1974 58% Signatory;70;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;United Distillers;Glen Albyn 1975 Oddbins;71;M.J. 1994;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;DCL/UDV (Diageo);Glen Albyn 19-year-old Hart Brothers;72;M. J. 1999;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;DCL/UDV (Diageo);Glen Albyn 1977 43% Signatory;71;M. J. 1999;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;DCL/UDV (Diageo);Glen Albyn 1973 40% Connoisseurs Choice;74;M. J. 1999;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;DCL/UDV (Diageo);Glen Albyn 29-year-old Glenkeir Treasures 56,5%;85;M. J. 2010;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;DCL/UDV (Diageo);Glen Albyn 1979 29-year-old Rarest of the Rare 53,2%;83;M. J. 2010;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glen Albyn;Highlands;Speyside;DCL/UDV (Diageo);Glen Albyn 1975 Gordon & MacPhail 46%;74;M. J. 2010;Telfordstreet, Inverness, Inverness-shire, IV3 5LD;;;
Glenallachie;Highlands;Speyside;Pernod/Campbell Distillers;Glenallachie 12-year-old 40%;76;M.J. 1994;Aberlour, Banffshire, AB 38 9LR;;;
Glenallachie;Highlands;Speyside;Pernod/Campbell Distillers;Glenallachie 1985 43% Signatory;72;M. J. 1999;Aberlour, Banffshire, AB 38 9LR;;;
Glenallachie;Highlands;Speyside;Chivas (Seagram);Glenallachie 12-year-old 40%;75;M. J. 2010;Aberlour, Banffshire, AB 38 9LR;0044/1340-87 13 15;;
Glenallachie;Highlands;Speyside;Chivas (Seagram);Glenallachie Cask Strength Edition 18-year-old Distilled 1989 Bottled 2008 Batch GA 18 005 57,1%;85;M. J. 2010;Aberlour, Banffshire, AB 38 9LR;0044/1340-87 13 15;;
Glenallachie;Highlands;Speyside;Chivas (Seagram);Glenallachie 12-year-old Provenance 46%;69;M. J. 2010;Aberlour, Banffshire, AB 38 9LR;0044/1340-87 13 15;;
Glenallachie;Highlands;Speyside;Chivas (Seagram);Glenallachie 1992 Connoisseurs Choice 43%;63;M. J. 2010;Aberlour, Banffshire, AB 38 9LR;0044/1340-87 13 15;;
Glenburgie;Highlands;Speyside;Allied Distillers;Glenburgie 8-year-old 40% Gordon MacPhail;69;M.J. 1994;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Allied Distillers;Glenburgie 1966 57,6% Gordon MacPhail;70;M.J. 1994;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Allied Distillers;Glencraig 1970 40% Connoisseurs Choice;68;M.J. 1994;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Allied Distillers;Glenburgie 1968 40% Gordon & MacPhail;69;M. J. 1999;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Allied Distillers;Glenburgie 1966 61,2% Gordon & MacPhail;69;M. J. 1999;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Allied Distillers;Glenburgie 1975 56,6% Signatory;68;M. J. 1999;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Chivas (Seagram);Glenburgie 15-year-old 46%;76;M. J. 2010;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Chivas (Seagram);Glenburgie Cask Strength Edition 15-year-old Distilled 1992 Bottled 2007 Batch GB 15 001 58,8%;84;M. J. 2010;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glenburgie;Highlands;Speyside;Chivas (Seagram);Glencraig 1974 34-year-old Rarest of the Rare 40,3%;82;M. J. 2010;Forres, Morayshire, IV36 0QX;0044/13 43-85 02 58;;
Glencadam;Highlands;Speyside;Allied Distillers;Glencadam 1974 40% Connoisseurs Choice;68;M.J. 1994;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Allied Distillers;Glencadam 21-year-old 46% Cadenhead;68;M.J. 1994;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Allied Distillers;Glencadam 1987 40% Connoisseurs Choice;69;M. J. 1999;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Allied Distillers;Glencadam 1976 57% Signatory;72;M. J. 1999;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Angus Dundee Distiller plc;Glencadam 10-year-old 46%;73;M. J. 2010;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Angus Dundee Distiller plc;Glencadam 15-year-old 46%;73;M. J. 2010;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Angus Dundee Distiller plc;Glencadam 15-year-old 46%;76;M. J. 2010;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Angus Dundee Distiller plc;Glencadam 25-year-old 46%;86;M. J. 2010;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Angus Dundee Distiller plc;Glencadam 11-year-old Provenance 46%;63;M. J. 2010;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glencadam;Highlands;Speyside;Angus Dundee Distiller plc;Glencadam 17-year-old Dewar Rattray Cask Collektion Bourbon Cask No 5990 Distilled 2 October 1990 Bottled 17 March 2008 58,4%;75;M. J. 2010;Brechin, Angus, DD9 7PA;0044/13 56-62 22 17;;
Glen Deveron;Highlands;Speyside;William Lawson Distillers;Glen Deveron 12-year-old 40%;75;M.J. 1994;Banff, Banffshire, AB45 3JT;0044/12 61-81 26 12;;
